Application ID,Application Date,District Name,Gender,Residential Type,Specially Abled Type,Enterprise Type,Sector,IFSC Code,Days_to_BHD_Verification,Days_to_SBDU_Verification,Days_to_DLIC_Approval,Days_to_Bank_Sanction,Days_to_Disbursement,Total_TAT_Days,Applicant_Monthly_Income,Loan_Tenure_Months,Interest_Rate_%,EMI_Amount,EMI_to_Income_Ratio,Risk_Score,Credit_Eligibility_Score,Repayment_Status,Loan_Amount_INR,Project_Cost_INR
3199.0,2023-12-07,Kishtwar,Other,Urban,Locomotor,Unknown,Unknown,JKBK054309,25.0,88.0,58.0,27.0,24.0,188.0,110021.0,18.0,13.36,17897.0,0.29881065503497617,87.0,0.61,Unknown,25136.0,2301000.0
3200.0,,Pulwama,Female,Urban,Unknown,Nano Entrepreneur,Agri,JKBK089603,20.0,60.0,14.0,104.0,6.0,188.0,110790.0,60.0,12.82,17897.0,0.29881065503497617,14.0,0.45,Unknown,1409803.0,2312000.0
3201.0,,Pulwama,Female,Urban,Multiple,Nano Entrepreneur,Healthcare,JKBK082052,25.0,30.0,20.0,65.0,11.0,164.0,55896.0,12.0,9.75,17897.0,0.29881065503497617,91.0,0.67,On-Time,624672.0,2757259.0
3202.0,2024-03-01,Ramban,Female,Urban,Locomotor,Msme Sunrise Sector,Unknown,JKBK067164,22.0,70.0,29.0,19.0,14.0,164.0,85553.0,60.0,7.73,17897.0,0.29881065503497617,82.0,0.95,Late,626553.0,2301000.0
3203.0,2026-05-07,Reasi,Female,Rural,Visual,Existing Enterprise,Retail,JKBK033759,16.0,54.0,49.0,69.0,24.0,188.0,25662.0,12.0,11.93,17897.0,0.29881065503497617,26.0,0.32,Late,4003000.0,3308604.0
3204.0,2021-12-13,Udhampur,Female,Rural,Unknown,Unknown,Tourism,JKBK041667,36.0,64.0,43.0,74.0,44.0,212.0,108147.0,60.0,8.84,17897.0,0.29881065503497617,89.0,0.03,Unknown,2668162.0,12557.0
3205.0,2024-10-08,Kathua,Female,Urban,Unknown,Nano Entrepreneur,Agri,JKBK031827,7.0,69.0,29.0,52.0,24.0,181.0,71646.0,35.11829804789004,6.91,17897.0,0.29881065503497617,54.0,0.69,Late,2554367.0,54863.0
3206.0,2024-03-02,Srinagar,Unknown,Urban,Unknown,Msme Sunrise Sector,Manufacturing,JKBK034322,16.0,68.0,14.0,13.0,43.0,164.0,10926.0,36.0,10.19,17897.0,0.29881065503497617,89.0,0.29,Default,1830212.5,2437000.0
3206.0,,Ramban,Unknown,Unknown,Unknown,Unknown,Healthcare,JKBK032713,33.0,66.0,13.0,7.0,24.0,188.0,12718.0,35.11829804789004,11.42,17897.0,0.29881065503497617,77.0,0.99,On-Time,4749114.0,5050440.0
3208.0,,Shopian,Unknown,Rural,Unknown,Nano Entrepreneur,Retail,JKBK020889,8.0,27.0,60.0,107.0,33.0,212.0,64658.0,36.0,8.23,17897.0,0.29881065503497617,72.0,0.83,Late,4976000.0,811163.0
3209.0,,Kulgam,Female,Urban,Locomotor,Existing Enterprise,Healthcare,JKBK031827,20.0,26.0,54.0,81.0,3.0,188.0,17896.0,48.0,9.53,17897.0,0.29881065503497617,75.0,0.32,Late,1830212.5,2138613.0
3210.0,2024-01-23,Kupwara,Female,Unknown,Unknown,Existing Enterprise,It,JKBK075986,3.0,89.0,32.0,55.0,8.0,188.0,65608.0,60.0,14.16,17897.0,0.29881065503497617,97.0,0.5051130000081706,Default,250911.0,2753305.0
3211.0,,Samba,Female,Rural,Visual,Nano Entrepreneur,Services,JKBK021950,39.0,67.0,44.0,65.0,24.0,188.0,50609.0,48.0,8.03,17897.0,0.29881065503497617,38.0,0.76,Late,2199401.0,2301000.0
3212.0,2024-04-20,Rajouri,Female,Urban,Locomotor,Nano Entrepreneur,Unknown,JKBK074773,6.0,88.0,29.0,66.0,24.0,188.0,94025.0,18.0,12.56,17897.0,0.29881065503497617,15.0,0.92,Late,2324000.0,4626936.0
3213.0,,Reasi,Male,Unknown,Unknown,Unknown,Manufacturing,JKBK066152,9.0,60.0,32.0,65.0,30.0,188.0,53894.0,18.0,9.57,17897.0,0.29881065503497617,98.0,0.03,Late,1308000.0,3683256.0
3214.0,2025-10-22,Baramulla,Female,Rural,Unknown,Unknown,Unknown,JKBK029311,34.0,86.0,34.0,94.0,34.0,212.0,64658.0,18.0,14.13,17897.0,0.29881065503497617,99.0,0.34,On-Time,4318000.0,6391147.0
3215.0,,Anantnag,Other,Unknown,Hearing,Nano Entrepreneur,Services,JKBK023744,28.0,20.0,12.0,23.0,14.0,164.0,91720.0,12.0,6.56,17897.0,0.29881065503497617,3.0,0.93,Unknown,4572000.0,4459916.0
3216.0,2022-02-17,Bandipora,Unknown,Rural,Unknown,Msme Sunrise Sector,Services,JKBK027223,36.0,32.0,40.0,21.0,41.0,170.0,93408.0,36.0,11.63,17897.0,0.29881065503497617,8.0,0.68,On-Time,3083366.0,36697.0
3217.0,,Shopian,Unknown,Urban,Unknown,Existing Enterprise,Tourism,JKBK083848,22.0,72.0,59.0,77.0,35.0,212.0,91465.0,18.0,9.22,17897.0,0.29881065503497617,51.0,0.13,On-Time,1830212.5,5385612.0
3218.0,2021-10-04,Srinagar,Male,Urban,Locomotor,Msme Sunrise Sector,Manufacturing,JKBK062214,20.0,21.0,42.0,117.0,24.0,188.0,86148.0,60.0,12.94,17897.0,0.29881065503497617,78.0,0.88,Default,1830212.5,6115509.0
3219.0,2023-05-18,Ramban,Female,Unknown,Unknown,Nano Entrepreneur,Tourism,JKBK023004,2.0,37.0,40.0,38.0,44.0,164.0,93103.0,60.0,6.96,17897.0,0.29881065503497617,67.0,0.86,Late,1830212.5,2258791.0
3220.0,,Shopian,Male,Urban,Visual,Existing Enterprise,Unknown,JKBK028987,32.0,69.0,58.0,65.0,7.0,188.0,42607.0,12.0,8.04,17897.0,0.29881065503497617,40.0,0.63,On-Time,28593.0,3376.0
3221.0,2025-06-11,Kupwara,Male,Unknown,Locomotor,Unknown,Tourism,JKBK032167,15.0,49.0,54.0,98.0,6.0,212.0,64658.0,18.0,12.95,17897.0,0.29881065503497617,51.0,0.5051130000081706,On-Time,2587000.0,5340897.0
3222.0,,Kulgam,Male,Unknown,Visual,Existing Enterprise,Services,JKBK042557,4.0,48.0,15.0,60.0,24.0,188.0,116871.0,36.0,10.56,17897.0,0.29881065503497617,63.0,0.74,Unknown,1736000.0,2301000.0
3223.0,2024-09-21,Kupwara,Female,Rural,Unknown,Nano Entrepreneur,Unknown,JKBK094325,3.0,58.0,50.0,93.0,43.0,212.0,99526.0,36.0,7.08,17897.0,0.29881065503497617,60.0,0.94,Unknown,3018182.0,4397622.0
3224.0,,Jammu,Male,Rural,Multiple,Nano Entrepreneur,Tourism,JKBK075986,20.0,48.0,32.0,93.0,17.0,188.0,117674.0,12.0,6.91,17897.0,0.29881065503497617,15.0,0.02,Default,4693940.0,5626471.0
3225.0,2026-03-13,Baramulla,Male,Rural,Unknown,Unknown,Services,JKBK080949,37.0,83.0,37.0,119.0,30.0,212.0,99602.0,48.0,10.08,17897.0,0.29881065503497617,92.0,0.48,On-Time,1148362.0,4099209.0
3226.0,,Poonch,Other,Rural,Multiple,Nano Entrepreneur,Tourism,JKBK078062,13.0,75.0,32.0,65.0,2.0,188.0,23423.0,18.0,6.54,17897.0,0.29881065503497617,52.0,0.28,Late,1786678.0,162000.0
3227.0,2022-12-28,Shopian,Male,Rural,Unknown,Nano Entrepreneur,It,JKBK010129,20.0,35.0,52.0,24.0,10.0,188.0,78217.0,35.11829804789004,14.44,17897.0,0.29881065503497617,45.0,0.07,Late,1830212.5,56911.0
3228.0,2023-01-08,Poonch,Female,Rural,Hearing,Existing Enterprise,It,JKBK031173,36.0,79.0,12.0,89.0,32.0,212.0,37604.0,48.0,6.6,17897.0,0.29881065503497617,5.0,0.86,On-Time,1830212.5,2301000.0
3229.0,2024-11-18,Shopian,Other,Urban,Hearing,Nano Entrepreneur,Manufacturing,JKBK027907,12.0,35.0,43.0,115.0,33.0,212.0,79065.0,35.11829804789004,10.54,17897.0,0.29881065503497617,63.0,0.72,On-Time,2210000.0,30887.0
3230.0,,Kishtwar,Male,Urban,Multiple,Existing Enterprise,Tourism,JKBK054644,11.0,88.0,55.0,30.0,25.0,209.0,22417.0,18.0,10.56,17897.0,0.29881065503497617,32.0,0.84,On-Time,1830212.5,2301000.0
3230.0,2022-08-24,Kishtwar,Male,Urban,Unknown,Nano Entrepreneur,Services,JKBK015626,15.0,31.0,3.0,89.0,8.0,164.0,67424.0,60.0,7.97,17897.0,0.29881065503497617,99.0,0.87,On-Time,1893557.0,2301000.0
3232.0,2026-09-10,Budgam,Other,Unknown,Visual,Existing Enterprise,Agri,JKBK094939,12.0,48.0,32.0,105.0,24.0,188.0,76296.0,24.0,6.78,17897.0,0.29881065503497617,27.0,0.31,On-Time,25405.0,1274606.0
3233.0,2025-10-05,Pulwama,Unknown,Rural,Visual,Existing Enterprise,Services,JKBK057863,19.0,79.0,47.0,82.0,35.0,212.0,83179.0,12.0,10.29,17897.0,0.29881065503497617,61.0,0.69,Late,1830212.5,3370985.0
3234.0,,Poonch,Other,Urban,Unknown,Existing Enterprise,Agri,JKBK032497,24.0,88.0,36.0,65.0,22.0,188.0,38956.0,35.11829804789004,10.2,17897.0,0.29881065503497617,97.0,0.8,Default,34757.0,4041165.0
3235.0,2026-10-05,Jammu,Female,Rural,Unknown,Existing Enterprise,Retail,JKBK033574,26.0,15.0,20.0,9.0,36.0,164.0,65266.0,35.11829804789004,9.18,17897.0,0.29881065503497617,46.0,0.83,Late,3638477.0,25838.0
3236.0,,Kupwara,Male,Unknown,Multiple,Existing Enterprise,Retail,JKBK088761,29.0,58.0,4.0,71.0,40.0,202.0,64658.0,18.0,13.51,17897.0,0.29881065503497617,77.0,0.28,On-Time,956000.0,5665000.0
3237.0,,Samba,Female,Urban,Unknown,Nano Entrepreneur,Tourism,JKBK072736,20.0,5.0,27.0,65.0,19.0,188.0,57711.0,24.0,10.86,17897.0,0.29881065503497617,76.0,0.59,Late,1830212.5,2301000.0
3238.0,,Budgam,Other,Urban,Unknown,Msme Sunrise Sector,Healthcare,JKBK011510,11.0,76.0,32.0,53.0,35.0,188.0,32901.0,60.0,10.07,17897.0,0.29881065503497617,18.0,0.83,Late,1756684.0,595000.0
3239.0,2021-03-03,Udhampur,Unknown,Urban,Hearing,Msme Sunrise Sector,It,JKBK031679,13.0,55.0,41.0,14.0,25.0,164.0,59278.0,12.0,11.15,17897.0,0.29881065503497617,90.0,0.94,Unknown,4201884.0,3892000.0
3240.0,2026-06-24,Srinagar,Female,Urban,Hearing,Nano Entrepreneur,It,JKBK044255,35.0,77.0,40.0,65.0,9.0,188.0,116709.0,12.0,8.36,17897.0,0.29881065503497617,4.0,0.41,On-Time,4540000.0,2301000.0
3241.0,2023-03-25,Jammu,Other,Rural,Unknown,Existing Enterprise,It,JKBK011630,14.0,47.0,48.0,40.0,36.0,185.0,11527.0,24.0,14.44,17897.0,0.29881065503497617,4.0,0.64,Late,3792912.0,5777000.0
3242.0,2024-07-05,Shopian,Other,Urban,Multiple,Msme Sunrise Sector,Unknown,JKBK040914,18.0,49.0,59.0,93.0,27.0,212.0,101024.0,48.0,10.47,17897.0,0.29881065503497617,91.0,0.56,On-Time,4083000.0,4800559.0
3243.0,,Srinagar,Female,Urban,Unknown,Existing Enterprise,It,JKBK027223,39.0,48.0,24.0,45.0,24.0,188.0,115817.0,60.0,8.5,17897.0,0.29881065503497617,7.0,0.56,Unknown,1830212.5,2301000.0
3244.0,2025-03-18,Ganderbal,Male,Urban,Multiple,Nano Entrepreneur,It,JKBK074867,25.0,61.0,17.0,99.0,6.0,208.0,96074.0,48.0,8.72,17897.0,0.29881065503497617,51.0,0.24,Unknown,1830212.5,49117.0
3245.0,,Ramban,Other,Urban,Unknown,Unknown,Manufacturing,JKBK013021,22.0,24.0,7.0,79.0,25.0,164.0,100325.0,48.0,8.93,17897.0,0.29881065503497617,51.0,0.04,On-Time,2243000.0,33218.0
3246.0,,Shopian,Other,Rural,Unknown,Nano Entrepreneur,Unknown,JKBK040133,13.0,48.0,28.0,13.0,40.0,188.0,66337.0,18.0,10.62,17897.0,0.29881065503497617,41.0,0.72,Default,1830212.5,1556541.0
3247.0,2023-02-10,Budgam,Male,Unknown,Unknown,Existing Enterprise,Retail,JKBK025091,20.0,42.0,8.0,38.0,24.0,188.0,64658.0,12.0,10.07,17897.0,0.29881065503497617,51.0,0.05,Unknown,17347.0,2301000.0
3248.0,,Reasi,Male,Unknown,Unknown,Existing Enterprise,Manufacturing,JKBK027436,6.0,57.0,45.0,71.0,43.0,212.0,112097.0,24.0,14.42,17897.0,0.29881065503497617,68.0,0.84,Late,3667720.0,2301000.0
3249.0,2023-09-01,Samba,Other,Urban,Multiple,Nano Entrepreneur,Tourism,JKBK019294,3.0,44.0,32.0,95.0,13.0,188.0,86395.0,35.11829804789004,6.86,17897.0,0.29881065503497617,92.0,0.11,Default,756562.0,3058265.0
3250.0,,Budgam,Female,Rural,Unknown,Existing Enterprise,It,JKBK045731,18.0,35.0,17.0,21.0,7.0,164.0,73284.0,48.0,8.19,17897.0,0.29881065503497617,3.0,0.87,On-Time,18707.0,3846388.0
3251.0,,Kupwara,Female,Urban,Visual,Existing Enterprise,Services,JKBK057029,28.0,61.0,25.0,9.0,24.0,188.0,107587.0,12.0,10.72,17897.0,0.29881065503497617,66.0,0.83,Late,1004921.0,2301000.0
3252.0,2021-02-16,Rajouri,Male,Urban,Unknown,Unknown,It,JKBK098626,19.0,29.0,8.0,51.0,29.0,164.0,41426.0,24.0,7.33,17897.0,0.29881065503497617,82.0,0.87,Late,5480866.0,2301000.0
3253.0,2023-01-22,Rajouri,Other,Unknown,Visual,Msme Sunrise Sector,Healthcare,JKBK093771,7.0,48.0,47.0,65.0,6.0,188.0,44474.0,35.11829804789004,12.09,17897.0,0.29881065503497617,39.0,0.22,Default,3052407.0,2812126.0
3254.0,,Doda,Female,Rural,Unknown,Nano Entrepreneur,Agri,JKBK067956,3.0,79.0,33.0,22.0,27.0,164.0,105695.0,12.0,11.44,17897.0,0.29881065503497617,26.0,0.57,Unknown,683317.0,2301000.0
3255.0,,Kupwara,Female,Rural,Unknown,Nano Entrepreneur,Manufacturing,JKBK061541,2.0,28.0,48.0,65.0,15.0,188.0,25011.0,48.0,7.87,17897.0,0.29881065503497617,4.0,0.86,Late,413000.0,4701000.0
3256.0,2021-01-21,Bandipora,Unknown,Unknown,Hearing,Existing Enterprise,Healthcare,JKBK057029,10.0,62.0,38.0,78.0,3.0,191.0,55514.0,35.11829804789004,13.18,17897.0,0.29881065503497617,80.0,0.59,Late,20909.0,2655000.0
3257.0,2025-07-13,Budgam,Other,Unknown,Multiple,Nano Entrepreneur,It,JKBK040778,10.0,7.0,5.0,30.0,10.0,164.0,70458.0,12.0,13.95,17897.0,0.29881065503497617,9.0,0.78,Default,13505.0,35872.0
3258.0,2023-10-09,Kathua,Male,Rural,Hearing,Nano Entrepreneur,Tourism,JKBK083736,9.0,48.0,22.0,93.0,24.0,188.0,67186.0,36.0,8.51,17897.0,0.29881065503497617,10.0,0.33,Unknown,2532000.0,4376000.0
3259.0,2022-06-04,Baramulla,Female,Unknown,Locomotor,Nano Entrepreneur,Unknown,JKBK048383,7.0,42.0,21.0,33.0,33.0,164.0,11133.0,60.0,10.88,17897.0,0.29881065503497617,79.0,0.21,On-Time,1830212.5,5549582.0
3260.0,2025-09-04,Baramulla,Male,Unknown,Hearing,Nano Entrepreneur,Services,JKBK061970,22.0,48.0,35.0,101.0,28.0,188.0,77914.0,24.0,10.86,17897.0,0.29881065503497617,72.0,0.33,On-Time,1072000.0,5903000.0
3261.0,,Srinagar,Unknown,Rural,Multiple,Existing Enterprise,Services,JKBK071053,31.0,21.0,60.0,106.0,39.0,212.0,116344.0,60.0,6.84,17897.0,0.29881065503497617,1.0,0.16,On-Time,2339000.0,5927296.0
3262.0,,Budgam,Male,Rural,Unknown,Unknown,It,JKBK012532,29.0,48.0,32.0,105.0,10.0,188.0,45830.0,35.11829804789004,12.96,17897.0,0.29881065503497617,74.0,0.93,On-Time,24815.0,1457217.0
3263.0,2021-07-10,Kishtwar,Male,Rural,Unknown,Existing Enterprise,Retail,JKBK056907,6.0,13.0,48.0,71.0,22.0,164.0,89772.0,24.0,7.65,17897.0,0.29881065503497617,20.0,0.4,Late,4993499.0,732502.0
3264.0,2024-03-09,Anantnag,Male,Urban,Unknown,Msme Sunrise Sector,It,JKBK099411,16.0,15.0,39.0,109.0,44.0,212.0,49247.0,18.0,14.1,17897.0,0.29881065503497617,16.0,0.14,Unknown,326000.0,5758954.0
3265.0,2024-04-19,Kulgam,Female,Rural,Unknown,Existing Enterprise,Retail,JKBK017173,14.0,32.0,24.0,65.0,2.0,188.0,31165.0,18.0,12.2,17897.0,0.29881065503497617,54.0,0.09,On-Time,2985179.0,9400.0
3266.0,2022-09-11,Baramulla,Female,Rural,Unknown,Nano Entrepreneur,Unknown,JKBK091679,3.0,70.0,36.0,31.0,42.0,182.0,28117.0,35.11829804789004,6.85,17897.0,0.29881065503497617,93.0,0.06,On-Time,1440019.0,564000.0
3267.0,,Bandipora,Female,Urban,Visual,Unknown,It,JKBK010690,12.0,33.0,42.0,76.0,5.0,168.0,42704.0,60.0,12.89,17897.0,0.29881065503497617,48.0,0.61,Default,5519880.0,5206000.0
3268.0,2023-04-24,Kulgam,Male,Unknown,Unknown,Existing Enterprise,Retail,JKBK029219,0.0,5.0,40.0,69.0,3.0,164.0,41991.0,36.0,10.24,17897.0,0.29881065503497617,17.0,0.84,Default,463000.0,5863000.0
3269.0,,Anantnag,Unknown,Unknown,Unknown,Existing Enterprise,Healthcare,JKBK055961,21.0,60.0,11.0,21.0,3.0,164.0,111926.0,35.11829804789004,13.41,17897.0,0.29881065503497617,95.0,0.5051130000081706,Late,37317.0,2301000.0
3270.0,2026-09-25,Kathua,Male,Rural,Unknown,Existing Enterprise,Manufacturing,JKBK061970,30.0,58.0,32.0,64.0,28.0,188.0,71366.0,12.0,12.77,17897.0,0.29881065503497617,2.0,0.91,Default,32085.0,1863551.0
3271.0,2025-02-25,Kathua,Female,Rural,Unknown,Existing Enterprise,Tourism,JKBK027223,4.0,65.0,59.0,60.0,21.0,209.0,64658.0,48.0,8.9,17897.0,0.29881065503497617,18.0,0.66,Late,1830212.5,904672.0
3272.0,2021-07-06,Rajouri,Female,Rural,Hearing,Existing Enterprise,Retail,JKBK056907,20.0,20.0,13.0,107.0,24.0,188.0,111067.0,35.11829804789004,7.44,17897.0,0.29881065503497617,5.0,0.44,Default,7128.0,1930091.0
3273.0,2025-09-03,Rajouri,Other,Rural,Multiple,Unknown,Healthcare,JKBK013021,12.0,48.0,24.0,116.0,42.0,188.0,53825.0,60.0,11.59,17897.0,0.29881065503497617,55.0,0.97,On-Time,1830212.5,2520951.0
3274.0,2021-09-23,Doda,Other,Urban,Unknown,Msme Sunrise Sector,Services,JKBK017531,20.0,38.0,49.0,58.0,6.0,188.0,43481.0,12.0,8.1,17897.0,0.29881065503497617,59.0,0.89,Late,10494.0,56299.0
3275.0,,Budgam,Female,Unknown,Unknown,Nano Entrepreneur,Services,JKBK042557,20.0,77.0,24.0,86.0,21.0,188.0,27260.0,18.0,10.56,17897.0,0.29881065503497617,14.0,0.94,Late,1830212.5,6916294.0
3276.0,2022-12-09,Srinagar,Other,Urban,Multiple,Msme Sunrise Sector,Tourism,JKBK042887,29.0,48.0,38.0,65.0,3.0,188.0,78163.0,35.11829804789004,12.71,17897.0,0.29881065503497617,66.0,0.47,Late,10077.0,45319.0
3277.0,2022-02-17,Bandipora,Other,Urban,Unknown,Nano Entrepreneur,It,JKBK034482,27.0,88.0,23.0,101.0,6.0,212.0,15111.0,36.0,14.09,17897.0,0.29881065503497617,33.0,0.02,Late,1680622.0,254808.0
3278.0,2025-03-13,Bandipora,Unknown,Rural,Unknown,Unknown,It,JKBK030715,11.0,48.0,30.0,22.0,3.0,188.0,97855.0,60.0,6.6,17897.0,0.29881065503497617,58.0,0.63,Default,404000.0,14264.0
3279.0,2024-02-19,Rajouri,Unknown,Rural,Unknown,Msme Sunrise Sector,It,JKBK025453,13.0,8.0,32.0,43.0,35.0,188.0,24825.0,35.11829804789004,10.71,17897.0,0.29881065503497617,37.0,0.67,Unknown,2876.0,2393000.0
3280.0,2021-03-10,Baramulla,Other,Unknown,Visual,Msme Sunrise Sector,Tourism,JKBK061226,31.0,38.0,31.0,65.0,2.0,188.0,64658.0,12.0,9.54,17897.0,0.29881065503497617,8.0,0.23,Default,753000.0,2301000.0
3281.0,,Kathua,Unknown,Urban,Multiple,Msme Sunrise Sector,Unknown,JKBK056439,0.0,8.0,16.0,64.0,28.0,164.0,96940.0,12.0,12.06,17897.0,0.29881065503497617,6.0,0.73,Default,4947000.0,3591000.0
3282.0,,Doda,Female,Rural,Unknown,Msme Sunrise Sector,Services,JKBK032485,12.0,57.0,35.0,63.0,45.0,212.0,80273.0,18.0,13.29,17897.0,0.29881065503497617,46.0,0.26,On-Time,1830212.5,295000.0
3283.0,2022-06-24,Ganderbal,Female,Rural,Visual,Nano Entrepreneur,Tourism,JKBK021968,10.0,63.0,15.0,101.0,41.0,212.0,57090.0,60.0,8.61,17897.0,0.29881065503497617,26.0,0.25,On-Time,2342000.0,5877806.0
3284.0,,Jammu,Male,Rural,Visual,Existing Enterprise,Services,JKBK021734,8.0,69.0,54.0,120.0,17.0,212.0,38599.0,12.0,8.37,17897.0,0.29881065503497617,14.0,0.11,Unknown,2116618.0,3064161.0
3285.0,,Doda,Unknown,Rural,Locomotor,Unknown,Services,JKBK036250,10.0,57.0,13.0,24.0,32.0,164.0,66423.0,24.0,10.66,17897.0,0.29881065503497617,58.0,0.54,Unknown,1830212.5,2073524.0
3286.0,,Reasi,Unknown,Rural,Hearing,Nano Entrepreneur,Unknown,JKBK024855,6.0,68.0,36.0,59.0,41.0,210.0,91626.0,48.0,10.24,17897.0,0.29881065503497617,60.0,0.05,On-Time,24038.0,6135000.0
3287.0,,Poonch,Male,Unknown,Unknown,Nano Entrepreneur,Healthcare,JKBK047375,20.0,48.0,30.0,31.0,44.0,188.0,64658.0,36.0,9.46,17897.0,0.29881065503497617,89.0,0.54,Unknown,4014682.0,2301000.0
3288.0,2025-03-21,Reasi,Unknown,Unknown,Unknown,Msme Sunrise Sector,Retail,JKBK065431,37.0,33.0,30.0,56.0,34.0,190.0,111864.0,24.0,13.62,17897.0,0.29881065503497617,20.0,0.78,Unknown,33090.0,57750.0
3289.0,2022-05-08,Anantnag,Female,Rural,Multiple,Unknown,Services,JKBK051895,28.0,19.0,49.0,45.0,42.0,183.0,89167.0,18.0,11.68,17897.0,0.29881065503497617,76.0,0.6,On-Time,1830212.5,2301000.0
3290.0,2023-08-27,Ramban,Unknown,Rural,Locomotor,Nano Entrepreneur,Manufacturing,JKBK057029,13.0,52.0,13.0,117.0,42.0,212.0,44661.0,18.0,13.34,17897.0,0.29881065503497617,95.0,0.93,On-Time,1830212.5,2301000.0
3291.0,2021-02-25,Ramban,Female,Urban,Unknown,Nano Entrepreneur,Manufacturing,JKBK082052,0.0,25.0,59.0,74.0,20.0,178.0,87354.0,36.0,11.02,17897.0,0.29881065503497617,51.0,0.85,Default,1830212.5,2414058.0
3292.0,2021-03-12,Kishtwar,Unknown,Urban,Hearing,Msme Sunrise Sector,Unknown,JKBK085494,11.0,58.0,12.0,30.0,23.0,164.0,109093.0,48.0,10.56,17897.0,0.29881065503497617,73.0,0.36,Unknown,4549914.0,39386.0
3293.0,2021-05-05,Jammu,Male,Urban,Hearing,Msme Sunrise Sector,Healthcare,JKBK036890,13.0,48.0,27.0,60.0,13.0,188.0,44785.0,18.0,9.75,17897.0,0.29881065503497617,84.0,0.11,On-Time,49145.0,1252937.0
3294.0,,Poonch,Female,Urban,Hearing,Nano Entrepreneur,Services,JKBK022929,38.0,13.0,27.0,60.0,28.0,166.0,29195.0,36.0,9.84,17897.0,0.29881065503497617,10.0,0.33,Unknown,1529000.0,2470958.0
3295.0,2021-10-25,Reasi,Female,Urban,Multiple,Unknown,Unknown,JKBK065431,3.0,39.0,29.0,51.0,26.0,164.0,109752.0,36.0,7.9,17897.0,0.29881065503497617,85.0,0.5,Default,4987000.0,2301000.0
3296.0,,Kathua,Unknown,Urban,Unknown,Existing Enterprise,Services,JKBK049116,0.0,61.0,4.0,53.0,18.0,164.0,109673.0,35.11829804789004,12.96,17897.0,0.29881065503497617,99.0,0.07,On-Time,21109.0,2301000.0
3297.0,,Kathua,Male,Unknown,Visual,Msme Sunrise Sector,Tourism,JKBK092458,3.0,37.0,43.0,21.0,43.0,164.0,54692.0,35.11829804789004,10.56,17897.0,0.29881065503497617,69.0,0.82,On-Time,1830212.5,1289964.0
3298.0,2023-02-14,Samba,Male,Urban,Visual,Existing Enterprise,Services,JKBK012835,7.0,48.0,25.0,44.0,6.0,164.0,101017.0,48.0,10.43,17897.0,0.29881065503497617,27.0,0.94,Default,2568000.0,2374368.0
3299.0,2024-08-22,Kupwara,Male,Urban,Unknown,Existing Enterprise,Services,JKBK029049,26.0,62.0,3.0,47.0,27.0,165.0,110805.0,12.0,9.74,17897.0,0.29881065503497617,56.0,0.48,Late,798865.0,2393000.0
3300.0,2024-11-11,Ganderbal,Other,Unknown,Visual,Existing Enterprise,Services,JKBK086231,37.0,62.0,6.0,89.0,27.0,212.0,64658.0,35.11829804789004,8.31,17897.0,0.29881065503497617,96.0,0.86,On-Time,1856024.0,11212.0
3301.0,,Bandipora,Female,Urban,Locomotor,Existing Enterprise,Unknown,JKBK091122,22.0,74.0,30.0,11.0,10.0,164.0,9003.0,36.0,8.45,17897.0,0.29881065503497617,18.0,0.06,Unknown,3503028.0,13900.0
3302.0,,Reasi,Male,Unknown,Unknown,Unknown,Tourism,JKBK048206,32.0,70.0,30.0,117.0,9.0,212.0,14930.0,48.0,13.72,17897.0,0.29881065503497617,7.0,0.33,Default,17021.0,16557.0
3303.0,,Baramulla,Other,Urban,Unknown,Nano Entrepreneur,Services,JKBK030715,37.0,51.0,51.0,15.0,39.0,193.0,64658.0,35.11829804789004,14.27,17897.0,0.29881065503497617,61.0,0.16,On-Time,1830212.5,5943875.0
3304.0,2026-07-05,Kishtwar,Unknown,Urban,Unknown,Nano Entrepreneur,Agri,JKBK041552,12.0,83.0,56.0,89.0,28.0,212.0,29952.0,12.0,10.56,17897.0,0.29881065503497617,75.0,0.54,Late,4205047.0,515952.0
3305.0,2022-07-03,Jammu,Male,Rural,Visual,Existing Enterprise,Tourism,JKBK075323,23.0,83.0,21.0,118.0,42.0,212.0,108836.0,12.0,13.57,17897.0,0.29881065503497617,51.0,0.37,Late,127000.0,1101889.0
3306.0,2021-05-27,Kulgam,Male,Unknown,Hearing,Nano Entrepreneur,It,JKBK077049,26.0,48.0,57.0,38.0,34.0,188.0,41862.0,48.0,13.58,17897.0,0.29881065503497617,46.0,0.13,Late,4263074.0,978541.0
3307.0,2021-06-11,Anantnag,Male,Unknown,Visual,Nano Entrepreneur,Agri,JKBK036491,27.0,7.0,55.0,107.0,11.0,207.0,70905.0,18.0,9.57,17897.0,0.29881065503497617,12.0,0.22,Unknown,5190484.0,2707.0
3308.0,2022-07-28,Bandipora,Other,Unknown,Locomotor,Unknown,Services,JKBK011785,38.0,13.0,31.0,65.0,43.0,188.0,44004.0,35.11829804789004,12.2,17897.0,0.29881065503497617,61.0,0.44,On-Time,3325170.0,3688199.0
3309.0,,Jammu,Other,Urban,Visual,Nano Entrepreneur,Tourism,JKBK062214,25.0,40.0,19.0,102.0,15.0,201.0,64658.0,60.0,7.24,17897.0,0.29881065503497617,52.0,0.71,On-Time,15678.0,18876.0
